CustomerID,Age,FirstTransactionDate,LastTransactionDate,TotalAmountSpent,TransactionCount,AvgAmountPerTransaction,FirstInteractionDate,LastInteractionDate,TotalServiceInteractions,ServiceDiversity,LastLoginDate,ChurnStatus,LoginFrequency,RecencyDays,TenureDays,DaysSinceLastLogin,InteractionsPerMonth,TotalAmountSpent_Capped,TransactionCount_Capped,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,Gender_F,Gender_M,IncomeLevel_High,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website
254,64,2022-01-10,2022-12-09,2220.26,9,246.6955555555556,2022-07-12,2022-07-28,2,2,2023-08-25,1,1.0,22,333,-237,0.1801801801801802,2220.26,9.0,False,True,False,False,True,False,False,True,False,True,False,False
255,38,2022-02-15,2022-12-28,2672.69,7,381.8128571428571,2022-04-16,2022-04-16,1,1,2023-06-17,0,43.0,3,316,-168,0.0949367088607595,2672.69,7.0,True,False,False,False,False,True,False,False,True,True,False,False
256,47,2022-10-07,2022-10-07,208.67,1,208.67,2022-05-13,2022-08-10,2,2,2023-08-26,0,28.0,85,0,-238,2.0,208.67,1.0,False,False,False,True,True,False,False,False,True,True,False,False
257,21,2022-01-22,2022-01-22,92.62,1,92.62,2022-12-24,2022-12-24,1,1,2023-01-31,0,39.0,343,0,-31,1.0,92.62,1.0,False,False,False,True,True,False,False,True,False,False,False,True
258,53,2022-02-16,2022-11-06,832.85,4,208.2125,2022-07-22,2022-11-08,2,2,2023-06-17,0,19.0,55,263,-168,0.22813688212927755,832.85,4.0,False,False,True,False,False,True,False,True,False,True,False,False
259,57,2022-01-09,2022-10-22,1469.67,6,244.94500000000002,2022-06-06,2022-06-06,1,1,2023-03-16,0,39.0,70,286,-75,0.1048951048951049,1469.67,6.0,False,False,False,True,False,True,True,False,False,False,True,False
260,27,2022-03-05,2022-10-31,2395.72,8,299.465,2022-12-26,2022-12-26,1,1,2023-08-24,1,32.0,61,240,-236,0.125,2395.72,8.0,False,False,True,False,False,True,False,True,False,False,False,True
261,27,2022-05-31,2022-05-31,489.07,1,489.07,2022-05-30,2022-05-30,1,1,2023-05-29,1,49.0,214,0,-149,1.0,489.07,1.0,False,True,False,False,False,True,False,True,False,False,True,False
262,59,2022-01-19,2022-12-05,2940.59,9,326.7322222222222,2022-03-03,2022-04-18,2,1,2023-02-04,1,30.0,26,320,-35,0.1875,2844.5599999999995,9.0,True,False,False,False,True,False,True,False,False,False,False,True
263,41,2022-11-10,2022-11-10,13.04,1,13.04,2022-05-20,2022-07-07,2,2,2023-12-28,0,2.0,51,0,-362,2.0,13.04,1.0,False,False,True,False,False,True,False,True,False,False,False,True
264,21,2022-04-26,2022-07-23,525.02,2,262.51,2022-03-05,2022-03-05,1,1,2023-03-08,0,44.0,161,88,-67,0.34090909090909094,525.02,2.0,False,False,False,True,True,False,True,False,False,False,True,False
265,64,2022-02-19,2022-08-28,1511.8700000000001,5,302.374,2022-02-19,2023-04-06,0,0,2023-04-06,0,43.0,125,190,-96,0.0,1511.8700000000001,5.0,False,False,False,True,False,True,False,True,False,False,True,False
266,44,2022-04-21,2022-04-21,459.39,1,459.39,2022-12-02,2022-12-02,1,1,2023-01-07,0,37.0,254,0,-7,1.0,459.39,1.0,False,True,False,False,False,True,True,False,False,False,True,False
267,68,2022-04-03,2022-11-23,461.36,3,153.78666666666666,2022-10-04,2022-10-04,1,1,2023-11-24,0,19.0,38,234,-328,0.12820512820512822,461.36,3.0,False,False,True,False,True,False,False,False,True,False,True,False
268,62,2022-02-04,2022-11-13,1096.16,5,219.23200000000003,2022-02-04,2023-12-19,0,0,2023-12-19,0,26.0,48,282,-353,0.0,1096.16,5.0,True,False,False,False,False,True,False,False,True,True,False,False
269,21,2022-03-26,2022-12-12,2123.87,9,235.98555555555555,2022-01-09,2022-05-19,2,1,2023-06-16,0,1.0,19,261,-167,0.2298850574712644,2123.87,9.0,False,False,False,True,True,False,False,False,True,True,False,False
270,49,2022-02-09,2022-11-24,734.74,3,244.91333333333333,2022-03-16,2022-03-16,1,1,2023-04-12,0,42.0,37,288,-102,0.10416666666666667,734.74,3.0,False,False,True,False,False,True,True,False,False,True,False,False
271,27,2022-02-02,2022-12-25,865.97,3,288.6566666666667,2022-02-02,2023-10-28,0,0,2023-10-28,1,28.0,6,326,-301,0.0,865.97,3.0,False,False,False,True,False,True,False,False,True,False,True,False
272,28,2022-01-17,2022-09-19,1170.04,8,146.255,2022-08-30,2022-12-18,2,2,2023-07-16,1,26.0,103,245,-197,0.2448979591836735,1170.04,8.0,True,False,False,False,True,False,False,True,False,False,True,False
273,45,2022-04-21,2022-12-03,1562.83,7,223.26142857142855,2022-04-21,2023-08-30,0,0,2023-08-30,0,40.0,28,226,-242,0.0,1562.83,7.0,False,False,True,False,True,False,True,False,False,True,False,False
274,63,2022-01-08,2022-08-21,1117.33,4,279.3325,2022-06-08,2022-06-08,1,1,2023-01-24,0,35.0,132,225,-24,0.13333333333333333,1117.33,4.0,False,False,False,True,True,False,False,True,False,False,True,False
275,25,2022-01-02,2022-06-06,605.79,3,201.92999999999998,2022-05-17,2022-05-30,2,2,2023-06-15,0,3.0,208,155,-166,0.3870967741935484,605.79,3.0,True,False,False,False,True,False,False,True,False,False,False,True
276,57,2022-03-13,2022-09-30,2069.7,7,295.6714285714285,2022-03-13,2023-06-02,0,0,2023-06-02,1,26.0,92,201,-153,0.0,2069.7,7.0,False,False,True,False,True,False,False,True,False,False,True,False
277,39,2022-01-24,2022-11-06,1217.78,6,202.96333333333334,2022-01-24,2023-07-06,0,0,2023-07-06,0,33.0,55,286,-187,0.0,1217.78,6.0,False,False,True,False,True,False,True,False,False,True,False,False
278,51,2022-02-25,2022-08-23,1423.1,5,284.62,2022-08-06,2022-08-06,1,1,2023-02-22,0,22.0,130,179,-53,0.16759776536312848,1423.1,5.0,False,True,False,False,True,False,False,True,False,False,True,False
279,62,2022-01-14,2022-06-22,1209.94,4,302.485,2022-04-13,2022-04-13,1,1,2023-04-12,0,6.0,192,159,-102,0.18867924528301888,1209.94,4.0,True,False,False,False,False,True,False,False,True,True,False,False
280,52,2022-05-09,2022-11-16,836.33,4,209.0825,2022-04-10,2022-06-11,2,2,2023-11-19,0,42.0,45,191,-323,0.31413612565445026,836.33,4.0,False,False,True,False,True,False,True,False,False,False,True,False
281,52,2022-02-03,2022-09-17,1563.95,8,195.49375,2022-07-23,2022-07-23,1,1,2023-12-15,0,34.0,105,226,-349,0.13274336283185842,1563.95,8.0,False,True,False,False,False,True,False,False,True,False,True,False
282,42,2022-04-18,2022-12-04,2016.68,5,403.336,2022-10-25,2022-10-25,1,1,2023-07-22,1,3.0,27,230,-203,0.13043478260869565,2016.68,5.0,False,False,True,False,False,True,True,False,False,False,True,False
283,51,2022-04-25,2022-12-10,1362.8600000000001,5,272.572,2022-04-25,2023-09-20,0,0,2023-09-20,1,17.0,21,229,-263,0.0,1362.8600000000001,5.0,False,False,False,True,True,False,False,True,False,False,True,False
284,23,2022-02-02,2022-07-29,1683.1299999999999,6,280.52166666666665,2022-02-02,2023-05-15,0,0,2023-05-15,0,6.0,155,177,-135,0.0,1683.1299999999999,6.0,False,True,False,False,False,True,False,False,True,True,False,False
285,58,2022-01-08,2022-12-15,1026.5900000000001,5,205.31800000000004,2022-01-08,2023-08-31,0,0,2023-08-31,0,42.0,16,341,-243,0.0,1026.5900000000001,5.0,False,False,True,False,False,True,True,False,False,True,False,False
286,54,2022-03-08,2022-12-07,512.1899999999999,2,256.09499999999997,2022-06-13,2022-10-16,2,1,2023-04-03,1,5.0,24,274,-93,0.21897810218978103,512.1899999999999,2.0,False,False,False,True,True,False,False,True,False,False,False,True
287,18,2022-12-02,2022-12-14,615.0699999999999,2,307.53499999999997,2022-11-21,2022-12-04,2,1,2023-06-10,0,20.0,17,12,-161,2.0,615.0699999999999,2.0,False,False,False,True,False,True,False,True,False,False,False,True
288,29,2022-02-22,2022-11-28,2217.85,8,277.23125,2022-10-25,2022-11-17,2,2,2023-03-21,0,1.0,33,279,-80,0.2150537634408602,2217.85,8.0,False,False,False,True,True,False,True,False,False,False,False,True
289,52,2022-06-08,2022-06-08,30.48,1,30.48,2022-06-08,2023-11-14,0,0,2023-11-14,0,24.0,206,0,-318,0.0,30.48,1.0,False,True,False,False,False,True,True,False,False,True,False,False
290,23,2022-12-25,2022-12-25,403.33,1,403.33,2022-12-21,2022-12-21,1,1,2023-09-15,0,9.0,6,0,-258,1.0,403.33,1.0,False,False,False,True,False,True,True,False,False,True,False,False
291,34,2022-05-15,2022-10-16,1572.74,6,262.12333333333333,2022-07-26,2022-08-18,2,2,2023-09-26,0,15.0,76,154,-269,0.3896103896103896,1572.74,6.0,True,False,False,False,True,False,True,False,False,False,False,True
292,26,2022-02-02,2022-12-20,2429.7,8,303.7125,2022-02-03,2022-04-27,2,1,2023-12-06,0,37.0,11,321,-340,0.1869158878504673,2429.7,8.0,False,False,True,False,False,True,False,False,True,False,False,True
293,19,2022-04-29,2022-04-29,209.68,1,209.68,2022-04-29,2023-01-26,0,0,2023-01-26,0,18.0,246,0,-26,0.0,209.68,1.0,True,False,False,False,False,True,True,False,False,True,False,False
294,35,2022-02-21,2022-12-01,1882.08,6,313.68,2022-09-08,2022-09-08,1,1,2023-03-19,0,22.0,30,283,-78,0.10600706713780919,1882.08,6.0,False,False,False,True,True,False,False,True,False,False,True,False
295,66,2022-03-27,2022-09-05,960.99,3,320.33,2022-03-27,2023-03-09,0,0,2023-03-09,0,11.0,117,162,-68,0.0,960.99,3.0,False,False,False,True,True,False,False,False,True,False,False,True
296,53,2022-06-07,2022-06-07,261.24,1,261.24,2022-03-27,2022-03-27,1,1,2023-12-01,0,38.0,207,0,-335,1.0,261.24,1.0,True,False,False,False,False,True,False,True,False,True,False,False
297,45,2022-01-11,2022-09-23,1714.0900000000001,8,214.26125000000002,2022-01-11,2023-10-06,0,0,2023-10-06,0,3.0,99,255,-279,0.0,1714.0900000000001,8.0,False,True,False,False,False,True,False,True,False,True,False,False
298,58,2022-02-19,2022-07-28,1305.25,6,217.54166666666666,2022-11-07,2022-11-07,1,1,2023-08-23,0,29.0,156,159,-235,0.18867924528301888,1305.25,6.0,False,False,False,True,True,False,True,False,False,False,False,True
299,54,2022-11-21,2022-11-21,9.8,1,9.8,2022-01-05,2022-06-03,2,1,2023-11-04,0,46.0,40,0,-308,2.0,9.8,1.0,False,False,False,True,False,True,False,False,True,True,False,False
300,66,2022-03-26,2022-08-05,926.5300000000001,4,231.63250000000002,2022-01-04,2022-11-03,2,2,2023-10-15,0,32.0,148,132,-288,0.45454545454545453,926.5300000000001,4.0,True,False,False,False,True,False,True,False,False,False,False,True
301,43,2022-04-12,2022-12-12,1298.95,6,216.49166666666667,2022-09-30,2022-09-30,1,1,2023-10-02,0,34.0,19,244,-275,0.12295081967213116,1298.95,6.0,False,False,False,True,True,False,False,True,False,False,True,False
302,21,2022-03-02,2022-10-01,925.58,4,231.395,2022-07-20,2022-09-29,2,2,2023-02-18,0,8.0,91,213,-49,0.28169014084507044,925.58,4.0,False,False,False,True,False,True,True,False,False,False,False,True
303,57,2022-01-04,2022-05-08,948.96,3,316.32,2022-08-23,2022-08-23,1,1,2023-05-20,0,34.0,237,124,-140,0.24193548387096772,948.96,3.0,False,True,False,False,True,False,True,False,False,False,True,False
304,53,2022-07-12,2022-09-17,695.73,3,231.91,2022-12-08,2022-12-08,1,1,2023-04-28,0,5.0,105,67,-118,0.44776119402985076,695.73,3.0,False,True,False,False,True,False,True,False,False,False,True,False
305,68,2022-06-17,2022-06-17,288.26,1,288.26,2022-06-17,2023-07-15,0,0,2023-07-15,0,9.0,197,0,-196,0.0,288.26,1.0,False,True,False,False,False,True,True,False,False,True,False,False
306,48,2022-01-04,2022-12-06,2285.6,9,253.95555555555555,2022-01-04,2023-05-03,0,0,2023-05-03,0,17.0,25,336,-123,0.0,2285.6,9.0,False,True,False,False,True,False,True,False,False,True,False,False
307,47,2022-04-05,2022-12-19,1416.68,4,354.17,2022-03-16,2022-03-16,1,1,2023-11-04,0,20.0,12,258,-308,0.11627906976744186,1416.68,4.0,False,True,False,False,False,True,True,False,False,True,False,False
308,67,2022-02-19,2022-12-18,1791.69,7,255.9557142857143,2022-02-19,2023-10-23,0,0,2023-10-23,0,42.0,13,302,-296,0.0,1791.69,7.0,False,False,False,True,False,True,False,False,True,True,False,False
309,51,2022-02-09,2022-10-30,1400.5,5,280.1,2022-12-28,2022-12-28,1,1,2023-04-16,0,27.0,62,263,-106,0.11406844106463877,1400.5,5.0,False,False,True,False,False,True,True,False,False,False,True,False
310,36,2022-05-02,2022-12-14,1058.14,4,264.535,2022-05-02,2023-07-05,0,0,2023-07-05,0,5.0,17,226,-186,0.0,1058.14,4.0,False,False,False,True,True,False,False,False,True,False,True,False
311,35,2022-02-22,2022-09-25,592.9,5,118.58,2022-03-10,2022-06-07,2,1,2023-07-07,1,46.0,97,215,-188,0.27906976744186046,592.9,5.0,False,False,False,True,False,True,True,False,False,True,False,False
312,47,2022-01-10,2022-03-23,283.16,2,141.58,2022-02-19,2022-03-22,2,2,2023-06-23,0,29.0,283,72,-174,0.8333333333333334,283.16,2.0,False,False,True,False,False,True,False,False,True,False,False,True
313,38,2022-10-24,2022-10-24,34.91,1,34.91,2022-10-24,2023-06-19,0,0,2023-06-19,0,11.0,68,0,-170,0.0,34.91,1.0,True,False,False,False,False,True,False,True,False,False,True,False
314,20,2022-08-17,2022-10-25,536.29,2,268.145,2022-08-03,2022-08-03,1,1,2023-03-21,0,26.0,67,69,-80,0.4347826086956522,536.29,2.0,False,False,True,False,False,True,False,False,True,True,False,False
315,23,2022-03-30,2022-11-10,601.31,2,300.655,2022-01-17,2022-01-17,1,1,2023-10-09,1,23.0,51,225,-282,0.13333333333333333,601.31,2.0,False,True,False,False,True,False,False,False,True,True,False,False
316,55,2022-01-02,2022-09-24,649.71,8,81.21375,2022-01-02,2023-01-28,0,0,2023-01-28,0,18.0,98,265,-28,0.0,649.71,8.0,False,False,False,True,True,False,False,True,False,True,False,False
317,30,2022-01-11,2022-07-12,467.83,3,155.94333333333333,2022-02-04,2022-05-21,2,1,2023-06-02,0,20.0,172,182,-153,0.32967032967032966,467.83,3.0,False,True,False,False,False,True,True,False,False,False,False,True
318,62,2022-01-04,2022-12-21,2145.44,8,268.18,2022-01-04,2023-09-11,0,0,2023-09-11,0,44.0,10,351,-254,0.0,2145.44,8.0,False,False,True,False,True,False,True,False,False,False,False,True
319,20,2022-08-15,2022-08-15,477.46,1,477.46,2022-08-15,2023-03-12,0,0,2023-03-12,0,21.0,138,0,-71,0.0,477.46,1.0,True,False,False,False,True,False,False,False,True,False,True,False
320,65,2022-07-05,2022-12-19,823.75,2,411.875,2022-01-13,2022-02-28,2,2,2023-02-11,0,26.0,12,167,-42,0.3592814371257485,823.75,2.0,True,False,False,False,True,False,True,False,False,False,True,False
321,45,2022-01-25,2022-12-05,2007.24,9,223.02666666666667,2022-05-03,2022-11-27,2,2,2023-10-30,0,32.0,26,314,-303,0.19108280254777069,2007.24,9.0,False,False,False,True,False,True,True,False,False,False,True,False
322,39,2022-06-03,2022-06-03,61.98,1,61.98,2022-05-03,2022-10-21,2,2,2023-11-20,0,1.0,211,0,-324,2.0,61.98,1.0,False,False,True,False,True,False,False,True,False,False,True,False
323,57,2022-01-13,2022-12-11,839.3,4,209.825,2022-05-07,2022-05-07,1,1,2023-03-10,1,2.0,20,332,-69,0.09036144578313253,839.3,4.0,False,True,False,False,True,False,True,False,False,False,False,True
324,57,2022-02-03,2022-11-02,1369.7,6,228.28333333333333,2022-08-19,2022-08-24,2,1,2023-02-23,0,4.0,59,272,-54,0.22058823529411764,1369.7,6.0,False,True,False,False,True,False,True,False,False,True,False,False
325,29,2022-10-19,2022-11-23,553.79,2,276.895,2022-10-21,2022-11-23,2,1,2023-09-30,0,41.0,38,35,-273,1.7142857142857142,553.79,2.0,True,False,False,False,True,False,False,False,True,False,True,False
326,40,2022-04-04,2022-09-15,605.89,3,201.96333333333334,2022-04-04,2023-03-26,0,0,2023-03-26,0,10.0,107,164,-85,0.0,605.89,3.0,False,False,False,True,True,False,True,False,False,False,False,True
327,48,2022-04-22,2022-12-29,403.37,2,201.685,2022-10-01,2022-12-30,2,2,2023-08-27,0,28.0,2,251,-239,0.2390438247011952,403.37,2.0,False,False,True,False,False,True,True,False,False,False,False,True
328,35,2022-02-07,2022-11-28,848.26,5,169.652,2022-02-07,2023-04-17,0,0,2023-04-17,0,49.0,33,294,-107,0.0,848.26,5.0,False,True,False,False,True,False,False,False,True,True,False,False
329,24,2022-02-04,2022-11-25,2361.19,8,295.14875,2022-06-23,2022-06-23,1,1,2023-08-13,0,37.0,36,294,-225,0.1020408163265306,2361.19,8.0,True,False,False,False,True,False,False,False,True,False,True,False
330,25,2022-01-15,2022-11-18,2582.54,9,286.94888888888886,2022-01-15,2023-09-18,0,0,2023-09-18,0,17.0,43,307,-261,0.0,2582.54,9.0,False,False,False,True,False,True,False,False,True,True,False,False
331,36,2022-05-22,2022-12-21,908.3199999999999,5,181.664,2022-05-04,2022-11-22,2,2,2023-01-02,0,30.0,10,213,-2,0.28169014084507044,908.3199999999999,5.0,True,False,False,False,False,True,True,False,False,False,False,True
332,46,2022-02-23,2022-10-21,1577.44,5,315.488,2022-02-23,2023-12-06,0,0,2023-12-06,0,6.0,71,240,-340,0.0,1577.44,5.0,False,False,False,True,False,True,True,False,False,False,False,True
333,61,2022-04-16,2022-11-09,2439.39,7,348.4842857142857,2022-09-19,2022-12-18,2,2,2023-12-13,0,11.0,52,207,-347,0.2898550724637681,2439.39,7.0,False,False,True,False,False,True,True,False,False,False,False,True
334,37,2022-03-08,2022-11-22,1719.37,6,286.56166666666667,2022-06-10,2022-06-10,1,1,2023-01-18,0,11.0,39,259,-18,0.11583011583011583,1719.37,6.0,True,False,False,False,True,False,True,False,False,False,True,False
335,67,2022-07-19,2022-12-07,756.52,2,378.26,2022-04-15,2022-10-16,2,1,2023-12-27,1,2.0,24,141,-361,0.425531914893617,756.52,2.0,False,True,False,False,True,False,True,False,False,True,False,False
336,59,2022-12-20,2022-12-20,135.94,1,135.94,2022-12-20,2023-01-25,0,0,2023-01-25,0,20.0,11,0,-25,0.0,135.94,1.0,False,False,False,True,True,False,True,False,False,True,False,False
337,47,2022-09-12,2022-12-25,608.06,2,304.03,2022-09-12,2023-08-26,0,0,2023-08-26,0,34.0,6,104,-238,0.0,608.06,2.0,True,False,False,False,True,False,False,False,True,False,False,True
338,64,2022-11-30,2022-11-30,13.86,1,13.86,2022-11-30,2023-12-04,0,0,2023-12-04,0,41.0,31,0,-338,0.0,13.86,1.0,False,False,False,True,True,False,False,False,True,True,False,False
339,39,2022-03-06,2022-11-27,682.9399999999999,4,170.73499999999999,2022-03-14,2022-03-14,1,1,2023-04-23,0,1.0,34,266,-113,0.11278195488721804,682.9399999999999,4.0,True,False,False,False,False,True,True,False,False,False,False,True
340,27,2022-04-03,2022-11-08,1147.08,6,191.17999999999998,2022-02-10,2022-02-10,1,1,2023-09-21,0,48.0,53,219,-264,0.136986301369863,1147.08,6.0,True,False,False,False,True,False,False,True,False,True,False,False
341,43,2022-03-27,2022-10-02,1022.86,6,170.47666666666666,2022-05-26,2022-05-26,1,1,2023-07-05,0,27.0,90,189,-186,0.15873015873015872,1022.86,6.0,False,False,True,False,False,True,False,False,True,False,True,False
342,68,2022-01-24,2022-11-24,2295.76,7,327.96571428571434,2022-12-11,2022-12-11,1,1,2023-10-02,1,26.0,37,304,-275,0.09868421052631579,2295.76,7.0,False,True,False,False,False,True,True,False,False,False,True,False
343,50,2022-01-22,2022-06-23,924.63,3,308.21,2022-10-03,2022-12-27,2,2,2023-07-26,0,26.0,191,152,-207,0.39473684210526316,924.63,3.0,True,False,False,False,False,True,False,False,True,False,True,False
344,45,2022-04-29,2022-11-05,1466.6,6,244.4333333333333,2022-01-15,2022-04-08,2,2,2023-06-27,0,8.0,56,190,-178,0.31578947368421056,1466.6,6.0,False,False,True,False,True,False,False,True,False,True,False,False
345,27,2022-01-16,2022-08-23,1980.5,8,247.5625,2022-08-04,2022-08-04,1,1,2023-09-08,0,29.0,130,219,-251,0.136986301369863,1980.5,8.0,False,False,False,True,True,False,False,False,True,False,True,False
346,46,2022-03-11,2022-11-29,1641.62,6,273.6033333333333,2022-01-08,2022-01-08,1,1,2023-01-07,0,17.0,32,263,-7,0.11406844106463877,1641.62,6.0,False,False,False,True,False,True,False,False,True,False,True,False
347,61,2022-02-25,2022-12-21,1974.45,9,219.38333333333333,2022-07-06,2022-11-20,2,2,2023-07-20,0,33.0,10,299,-201,0.20066889632107024,1974.45,9.0,True,False,False,False,False,True,False,False,True,True,False,False
348,35,2022-03-01,2022-05-25,704.7,2,352.35,2022-03-10,2022-03-10,1,1,2023-11-30,0,1.0,220,85,-334,0.3529411764705882,704.7,2.0,False,True,False,False,False,True,False,False,True,False,True,False
349,59,2022-01-11,2022-09-19,1376.54,6,229.42333333333332,2022-03-30,2022-06-13,2,1,2023-08-20,0,24.0,103,251,-232,0.2390438247011952,1376.54,6.0,False,False,False,True,False,True,True,False,False,True,False,False
350,18,2022-03-06,2022-12-25,2702.27,9,300.2522222222222,2022-06-09,2022-06-09,1,1,2023-04-23,0,25.0,6,294,-113,0.1020408163265306,2702.27,9.0,True,False,False,False,False,True,False,True,False,False,True,False
351,40,2022-06-02,2022-08-19,588.68,2,294.34,2022-02-21,2022-02-21,1,1,2023-07-23,1,1.0,134,78,-204,0.3846153846153846,588.68,2.0,False,False,False,True,False,True,True,False,False,True,False,False
352,34,2022-03-02,2022-11-01,1493.9,5,298.78000000000003,2022-05-29,2022-12-06,2,1,2023-09-02,0,26.0,60,244,-245,0.24590163934426232,1493.9,5.0,False,False,True,False,True,False,False,False,True,False,False,True
353,60,2022-03-15,2022-03-15,266.08,1,266.08,2022-10-04,2022-10-19,2,2,2023-03-19,1,16.0,291,0,-78,2.0,266.08,1.0,True,False,False,False,False,True,False,False,True,False,True,False
354,54,2022-01-19,2022-05-02,324.4,3,108.13333333333333,2022-07-27,2022-07-27,1,1,2023-07-13,0,49.0,243,103,-194,0.29126213592233013,324.4,3.0,True,False,False,False,False,True,False,False,True,False,True,False
355,48,2022-03-26,2022-03-26,368.57,1,368.57,2022-05-11,2022-10-28,2,2,2023-01-06,0,33.0,280,0,-6,2.0,368.57,1.0,True,False,False,False,False,True,False,True,False,False,False,True
356,42,2022-01-06,2022-12-14,2316.37,8,289.54625,2022-01-06,2023-07-15,0,0,2023-07-15,0,28.0,17,342,-196,0.0,2316.37,8.0,False,False,True,False,False,True,False,True,False,True,False,False
357,21,2022-03-28,2022-12-07,780.1800000000001,4,195.04500000000002,2022-03-25,2022-08-12,2,2,2023-09-10,0,45.0,24,254,-253,0.23622047244094488,780.1800000000001,4.0,True,False,False,False,False,True,True,False,False,False,True,False
358,69,2022-04-21,2022-12-20,2282.8900000000003,9,253.6544444444445,2022-10-19,2022-10-19,1,1,2023-01-17,1,24.0,11,243,-17,0.1234567901234568,2282.8900000000003,9.0,True,False,False,False,True,False,False,False,True,True,False,False
359,26,2022-02-14,2022-10-26,2154.17,8,269.27125,2022-05-12,2022-05-12,1,1,2023-05-03,0,36.0,66,254,-123,0.11811023622047244,2154.17,8.0,False,False,True,False,False,True,False,True,False,False,False,True
360,45,2022-01-22,2022-11-29,1731.26,8,216.4075,2022-05-03,2022-10-25,2,2,2023-03-26,0,14.0,32,311,-85,0.19292604501607716,1731.26,8.0,False,False,False,True,True,False,False,False,True,False,True,False
361,47,2022-01-26,2022-12-25,2348.41,9,260.9344444444444,2022-01-26,2023-04-19,0,0,2023-04-19,0,49.0,6,333,-109,0.0,2348.41,9.0,False,False,True,False,False,True,True,False,False,True,False,False
362,64,2022-03-11,2022-11-04,469.14,2,234.57,2022-03-26,2022-06-02,2,2,2023-08-14,1,5.0,57,238,-226,0.25210084033613445,469.14,2.0,False,True,False,False,False,True,True,False,False,True,False,False
363,41,2022-01-06,2022-10-28,1514.16,9,168.24,2022-02-01,2022-02-01,1,1,2023-01-01,0,27.0,64,295,-1,0.10169491525423728,1514.16,9.0,False,False,True,False,True,False,False,True,False,False,True,False
364,50,2022-04-29,2022-04-29,286.8,1,286.8,2022-05-15,2022-05-25,2,1,2023-08-28,0,14.0,246,0,-240,2.0,286.8,1.0,False,False,False,True,False,True,True,False,False,True,False,False
365,37,2022-02-23,2022-12-11,1188.8400000000001,8,148.60500000000002,2022-06-20,2022-06-20,1,1,2023-10-29,1,24.0,20,291,-302,0.10309278350515465,1188.8400000000001,8.0,True,False,False,False,True,False,False,True,False,False,True,False
366,26,2022-01-04,2022-12-30,2518.16,8,314.77,2022-01-04,2023-01-16,0,0,2023-01-16,0,46.0,1,360,-16,0.0,2518.16,8.0,True,False,False,False,True,False,False,False,True,False,False,True
367,25,2022-04-22,2022-12-29,2197.79,7,313.96999999999997,2022-05-03,2022-05-03,1,1,2023-09-16,0,28.0,2,251,-259,0.1195219123505976,2197.79,7.0,False,False,True,False,True,False,False,True,False,True,False,False
368,41,2022-03-13,2022-12-14,1939.2,6,323.2,2022-03-13,2023-01-17,0,0,2023-01-17,0,8.0,17,276,-17,0.0,1939.2,6.0,False,True,False,False,True,False,True,False,False,False,True,False
369,31,2022-02-12,2022-12-08,3352.34,9,372.4822222222222,2022-12-26,2022-12-26,1,1,2023-02-07,0,35.0,23,299,-38,0.10033444816053512,2844.5599999999995,9.0,False,False,True,False,True,False,False,False,True,False,False,True
370,35,2022-01-28,2022-12-22,1239.81,6,206.635,2022-08-18,2022-09-25,2,2,2023-06-22,0,47.0,9,328,-173,0.18292682926829268,1239.81,6.0,False,True,False,False,True,False,True,False,False,False,True,False
371,18,2022-02-11,2022-12-28,1454.45,5,290.89,2022-08-05,2022-12-21,2,1,2023-06-15,0,35.0,3,320,-166,0.1875,1454.45,5.0,False,False,True,False,False,True,False,False,True,False,False,True
372,29,2022-06-25,2022-06-25,35.85,1,35.85,2022-05-05,2022-11-16,2,2,2023-10-26,0,23.0,189,0,-299,2.0,35.85,1.0,False,True,False,False,True,False,False,False,True,False,False,True
373,46,2022-05-04,2022-05-09,267.09,2,133.545,2022-02-18,2022-02-18,1,1,2023-05-10,0,13.0,236,5,-130,1.0,267.09,2.0,False,True,False,False,False,True,False,False,True,False,True,False
374,54,2022-02-02,2022-12-11,2143.59,9,238.17666666666668,2022-02-02,2023-12-25,0,0,2023-12-25,0,47.0,20,312,-359,0.0,2143.59,9.0,True,False,False,False,False,True,False,False,True,False,True,False
375,43,2022-04-12,2022-04-12,133.2,1,133.2,2022-05-01,2022-05-01,1,1,2023-08-31,0,17.0,263,0,-243,1.0,133.2,1.0,False,True,False,False,True,False,True,False,False,False,False,True
376,50,2022-01-28,2022-11-23,1143.8,4,285.95,2022-06-05,2022-06-05,1,1,2023-02-28,0,31.0,38,299,-59,0.10033444816053512,1143.8,4.0,True,False,False,False,True,False,False,True,False,False,False,True
377,60,2022-01-01,2022-12-25,2366.3,8,295.7875,2022-04-08,2022-05-27,2,2,2023-05-11,0,10.0,6,358,-131,0.16759776536312848,2366.3,8.0,False,False,True,False,True,False,False,False,True,False,True,False
378,32,2022-02-01,2022-11-30,1333.6,4,333.4,2022-08-03,2022-09-07,2,2,2023-08-22,0,36.0,31,302,-234,0.19867549668874174,1333.6,4.0,False,False,True,False,False,True,True,False,False,False,False,True
379,40,2022-01-20,2022-09-13,1582.08,8,197.76,2022-10-07,2022-10-07,1,1,2023-07-24,0,29.0,109,236,-205,0.1271186440677966,1582.08,8.0,False,False,True,False,True,False,True,False,False,False,True,False
