CustomerID,Age,FirstTransactionDate,LastTransactionDate,TotalAmountSpent,TransactionCount,AvgAmountPerTransaction,FirstInteractionDate,LastInteractionDate,TotalServiceInteractions,ServiceDiversity,LastLoginDate,ChurnStatus,LoginFrequency,RecencyDays,TenureDays,DaysSinceLastLogin,InteractionsPerMonth,TotalAmountSpent_Capped,TransactionCount_Capped,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Widowed,Gender_F,Gender_M,IncomeLevel_High,IncomeLevel_Low,IncomeLevel_Medium,ServiceUsage_Mobile App,ServiceUsage_Online Banking,ServiceUsage_Website,TotalAmountSpent_Capped_scaled,AvgAmountPerTransaction_scaled,TransactionCount_Capped_scaled,RecencyDays_scaled,TenureDays_scaled,TotalServiceInteractions_scaled,ServiceDiversity_scaled,LoginFrequency_scaled,DaysSinceLastLogin_scaled,InteractionsPerMonth_scaled
147,19,2022-01-25,2022-11-27,2260.34,8,282.5425,2022-06-21,2022-11-19,2,2,2023-09-02,0,34.0,34,306,-245,0.19607843137254904,2260.34,8.0,False,False,False,True,True,False,True,False,False,True,False,False,1.3609184649802237,0.42524496749506474,1.1321491419059484,-0.5598663106230937,0.8907269014311489,1.2229106604926003,1.529547267064348,0.5757024663120962,-0.5541999140872059,-0.1535462406573652
148,54,2022-12-03,2022-12-03,13.04,1,13.04,2022-03-21,2022-06-12,2,2,2023-03-09,0,29.0,28,0,-68,2.0,13.04,1.0,False,True,False,False,True,False,False,False,True,False,False,True,-1.7099297910252198,-2.9718566678713487,-1.5579540466010575,-0.6361233278017857,-1.8935623923685259,1.2229106604926003,1.529547267064348,0.21980331552568663,1.1340091005145574,3.8715854724736327
149,28,2022-04-28,2022-04-28,444.84,1,444.84,2022-03-15,2022-03-15,1,1,2023-02-17,0,6.0,247,0,-48,1.0,444.84,1.0,False,False,True,False,False,True,False,False,True,False,True,False,-1.1198918446259183,2.47101857874498,-1.5579540466010575,2.147257799220473,-1.8935623923685259,-0.0024507227665182393,0.16021220254836946,-1.4173327780917975,1.3247671812605195,1.640262457585797
150,40,2022-02-03,2022-12-13,1193.26,8,149.1575,2022-02-03,2023-06-29,0,0,2023-06-29,0,38.0,18,313,-180,0.0,1193.26,8.0,False,False,False,True,True,False,False,False,True,True,False,False,-0.09720495290714735,-1.256084154250927,1.1321491419059484,-0.7632183564329391,0.9544197937729715,-1.2278121060256368,-1.209122861967609,0.860421786941224,0.06576384833717049,-0.5910605573020389
151,61,2022-12-20,2022-12-20,334.2,1,334.2,2022-10-21,2022-11-21,2,2,2023-06-02,0,36.0,11,0,-153,2.0,334.2,1.0,False,False,True,False,False,True,False,False,True,True,False,False,-1.2710771118552344,1.0763920912840477,-1.5579540466010575,-0.8521848764747464,-1.8935623923685259,1.2229106604926003,1.529547267064348,0.7180621266266601,0.32328725734421915,3.8715854724736327
152,58,2022-01-27,2022-12-13,1448.8,7,206.97142857142856,2022-01-27,2023-09-30,0,0,2023-09-30,0,48.0,18,320,-273,0.0,1448.8,7.0,False,True,False,False,True,False,True,False,False,True,False,False,0.2519805422824717,-0.5273347315295904,0.7478486864049475,-0.7632183564329391,1.018112686114794,-1.2278121060256368,-1.209122861967609,1.5722200885140432,-0.8212612271315526,-0.5910605573020389
153,29,2022-03-06,2022-10-10,1735.16,5,347.03200000000004,2022-08-04,2022-08-04,1,1,2023-01-26,0,42.0,82,218,-26,0.13761467889908258,1735.16,5.0,False,True,False,False,False,True,False,True,False,False,True,False,0.6432803716731713,1.2381405284414841,-0.02075222459705415,0.05018982680644244,0.09001625484823589,-0.0024507227665182393,0.16021220254836946,1.1451411075703517,1.5346010700810775,-0.28399775708811653
154,20,2022-01-14,2022-08-14,1753.55,7,250.50714285714284,2022-01-14,2023-04-19,0,0,2023-04-19,0,26.0,139,212,-109,0.0,1753.55,7.0,True,False,False,False,True,False,True,False,False,True,False,False,0.6684095931513627,0.021436601563219082,0.7478486864049475,0.7746314900040167,0.035422347126673644,-1.2278121060256368,-1.209122861967609,0.006263825053840878,0.7429550349853354,-0.5910605573020389
155,69,2022-02-25,2022-10-19,1883.08,8,235.385,2022-09-17,2022-11-24,2,1,2023-04-08,0,18.0,73,236,-98,0.2542372881355932,1883.08,8.0,True,False,False,False,False,True,False,True,False,False,False,True,0.8454073124591477,-0.1691792785501175,1.1321491419059484,-0.06419569896159559,0.25379797801292264,1.2229106604926003,0.16021220254836946,-0.5631748162044145,0.8478719793956145,-0.023775045042419684
156,34,2022-01-14,2022-06-25,702.9200000000001,7,100.41714285714286,2022-01-14,2023-06-30,0,0,2023-06-30,0,11.0,189,162,-181,0.0,702.9200000000001,7.0,False,False,False,True,True,False,True,False,False,True,False,False,-0.7672355379868914,-1.8704604474517061,0.7478486864049475,1.4101066331597834,-0.41952688388634507,-1.2278121060256368,-1.209122861967609,-1.061433627305388,0.056225944299872384,-0.5910605573020389
157,50,2022-01-26,2022-11-09,2412.6800000000003,7,344.66857142857145,2022-01-26,2023-06-13,0,0,2023-06-13,0,27.0,52,287,-164,0.0,2412.6800000000003,7.0,False,True,False,False,False,True,False,True,False,True,False,False,1.56908516427265,1.2083493129051839,0.7478486864049475,-0.33109525908701765,0.7178461936462017,-1.2278121060256368,-1.209122861967609,0.0774436552111228,0.21837031293394005,-0.5910605573020389
158,18,2022-02-04,2022-10-21,1471.29,7,210.18428571428572,2022-02-04,2023-10-03,0,0,2023-10-03,0,30.0,71,259,-276,0.0,1471.29,7.0,False,True,False,False,True,False,False,True,False,False,True,False,0.28271225468293554,-0.48683639754679353,0.7478486864049475,-0.08961470468782626,0.4630746242789113,-1.2278121060256368,-1.209122861967609,0.29098314568296857,-0.8498749392434469,-0.5910605573020389
159,56,2022-03-30,2022-03-30,25.75,1,25.75,2022-04-02,2022-04-12,2,2,2023-05-11,0,18.0,276,0,-131,2.0,25.75,1.0,False,True,False,False,False,True,True,False,False,False,False,True,-1.692562069166176,-2.8116460509549674,-1.5579540466010575,2.515833382250818,-1.8935623923685259,1.2229106604926003,1.529547267064348,-0.5631748162044145,0.5331211461647772,3.8715854724736327
160,37,2022-01-22,2022-12-13,2053.13,8,256.64125,2022-02-18,2022-07-19,2,2,2023-05-02,1,43.0,18,325,-122,0.1846153846153846,2053.13,8.0,False,True,False,False,False,True,False,False,True,False,True,False,1.0777740396133888,0.09875753701470064,1.1321491419059484,-0.7632183564329391,1.063607609216096,1.2229106604926003,1.529547267064348,1.2163209377276336,0.6189622825004601,-0.1791240007073616
161,64,2022-03-30,2022-09-01,1983.84,6,330.64,2022-06-26,2022-06-26,1,1,2023-07-24,0,4.0,121,155,-205,0.1935483870967742,1983.84,6.0,False,False,True,False,False,True,True,False,False,True,False,False,0.9830919430269883,1.0315179924467293,0.36354823090394667,0.5458604384679405,-0.4832197762281677,-0.0024507227665182393,0.16021220254836946,-1.5596924384063613,-0.17268375259528196,-0.15919158667858685
162,60,2022-05-31,2022-08-16,425.88,3,141.96,2022-08-03,2022-11-27,2,2,2023-06-11,0,6.0,137,77,-162,0.7792207792207791,425.88,3.0,False,True,False,False,True,False,False,False,True,True,False,False,-1.1457999489884259,-1.3468092459311514,-0.7893531355990558,0.749212484277786,-1.1929405766084769,1.2229106604926003,1.529547267064348,-1.4173327780917975,0.23744612100853624,1.1476327010521186
163,69,2022-02-14,2022-12-07,1064.88,3,354.96000000000004,2022-03-04,2022-10-15,2,2,2023-01-13,0,22.0,24,296,-13,0.2027027027027027,1064.88,3.0,True,False,False,False,False,True,True,False,False,True,False,False,-0.27263124183429477,1.3380736339421193,-0.7893531355990558,-0.6869613392542471,0.7997370552285451,1.2229106604926003,1.529547267064348,-0.2784554955752868,1.658593822565953,-0.13876535158153172
164,58,2022-01-06,2022-10-19,955.49,5,191.098,2022-12-06,2022-12-06,1,1,2023-11-25,1,2.0,73,286,-329,0.1048951048951049,955.49,5.0,False,False,False,True,True,False,False,True,False,False,False,True,-0.42210843256291836,-0.7274206311367253,-0.02075222459705415,-0.06419569896159559,0.7087472090259413,-0.0024507227665182393,0.16021220254836946,-1.7020520987209253,-1.3553838532202462,-0.3570056956005177
165,31,2022-10-07,2022-10-07,181.34,1,181.34,2022-10-07,2023-03-01,0,0,2023-03-01,0,47.0,85,0,-60,0.0,181.34,1.0,False,False,False,True,True,False,False,False,True,True,False,False,-1.479954370971949,-0.8504210402531732,-1.5579540466010575,0.08831833539578844,-1.8935623923685259,-1.2278121060256368,-1.209122861967609,1.5010402583567612,1.2103123328129421,-0.5910605573020389
166,48,2022-01-14,2022-12-08,1241.5,5,248.3,2022-11-12,2022-11-12,1,1,2023-08-03,0,48.0,23,328,-215,0.09146341463414634,1241.5,5.0,False,False,False,True,True,False,False,True,False,False,True,False,-0.03128686459241295,-0.006384619425406982,-0.02075222459705415,-0.6996708421173624,1.090904563076877,-0.0024507227665182393,0.16021220254836946,1.5722200885140432,-0.26806279296826296,-0.3869761352086393
167,42,2022-01-01,2022-12-27,2356.35,8,294.54375,2022-12-04,2022-12-04,1,1,2023-03-03,0,40.0,4,360,-62,0.08333333333333333,2356.35,8.0,False,False,True,False,True,False,False,True,False,False,False,True,1.4921124048454317,0.5765217311667972,1.1321491419059484,-0.9411513965165538,1.382072070925209,-0.0024507227665182393,0.16021220254836946,1.0027814472557879,1.191236524738346,-0.40511697272805264
168,20,2022-01-27,2022-05-21,1126.93,4,281.7325,2022-04-24,2022-09-16,2,1,2023-08-29,1,32.0,224,114,-241,0.5263157894736842,1126.93,4.0,False,True,False,False,False,True,False,True,False,False,False,True,-0.18784232433990702,0.41503484950118047,-0.40505268009805495,1.8549392333688204,-0.8562781456588431,1.2229106604926003,0.16021220254836946,0.4333428059975324,-0.5160482979380135,0.5833199768494535
169,21,2022-01-15,2022-12-15,2164.75,9,240.52777777777777,2022-07-09,2022-07-09,1,1,2023-06-18,0,39.0,16,334,-169,0.08982035928143713,2164.75,9.0,False,False,False,True,True,False,True,False,False,True,False,False,1.230298438819248,-0.10435413296068903,1.5164495974069492,-0.7886373621591698,1.1454984707984393,-0.0024507227665182393,0.16021220254836946,0.9316016170985059,0.17068079274744957,-0.3906423224318741
170,48,2022-01-29,2022-12-22,1448.33,7,206.9042857142857,2022-01-05,2022-01-05,1,1,2023-10-12,1,21.0,9,327,-285,0.09174311926605504,1448.33,7.0,True,False,False,False,False,True,False,True,False,False,False,True,0.2513383055182112,-0.5281810728800537,0.7478486864049475,-0.8776038822009771,1.0818055784566167,-0.0024507227665182393,0.16021220254836946,-0.3496353257325687,-0.9357160755791298,-0.3863520238260907
171,52,2022-01-07,2022-09-21,2532.71,7,361.8157142857143,2022-09-16,2022-09-16,1,1,2023-05-04,0,8.0,101,257,-124,0.11673151750972763,2532.71,7.0,False,False,True,False,True,False,True,False,False,True,False,False,1.7331015021751697,1.4244904880032312,0.7478486864049475,0.2916703812056338,0.4448766550383905,-0.0024507227665182393,0.16021220254836946,-1.2749731177772337,0.599886474425864,-0.3305948357198013
172,61,2022-01-07,2022-11-26,1972.76,6,328.79333333333335,2022-01-26,2022-07-01,2,2,2023-12-12,0,25.0,35,323,-346,0.18575851393188852,1972.76,6.0,False,True,False,False,False,True,False,False,True,False,False,True,0.9679515529248479,1.0082406040985326,0.36354823090394667,-0.5471568077599783,1.0454096399755752,1.2229106604926003,1.529547267064348,-0.06491600510344105,-1.5175282218543138,-0.1765733099544534
173,31,2022-05-23,2022-10-10,606.09,3,202.03,2022-11-14,2022-11-14,1,1,2023-10-22,0,41.0,82,140,-295,0.21428571428571427,606.09,3.0,False,True,False,False,True,False,False,True,False,True,False,False,-0.8995499760365542,-0.5896218534711171,-0.7893531355990558,0.05018982680644244,-0.6197045455320733,-0.0024507227665182393,0.16021220254836946,1.0739612774130698,-1.031095115952111,-0.11291991125464557
174,66,2022-02-18,2022-12-08,1801.46,7,257.3514285714286,2022-03-30,2022-03-30,1,1,2023-03-09,1,36.0,23,293,-68,0.10238907849829351,1801.46,7.0,False,True,False,False,True,False,False,False,True,True,False,False,0.7338767492699143,0.10770939752212517,0.7478486864049475,-0.6996708421173624,0.772440101367764,-0.0024507227665182393,0.16021220254836946,0.7180621266266601,1.1340091005145574,-0.36259744997563936
175,58,2022-02-19,2022-10-30,1218.9,7,174.12857142857143,2022-01-24,2022-03-20,2,1,2023-11-27,0,4.0,62,253,-331,0.23715415019762845,1218.9,7.0,False,True,False,False,False,True,False,False,True,False,False,True,-0.062168887724937644,-0.941321702745462,0.7478486864049475,-0.2040002304558643,0.408480716557349,1.2229106604926003,0.16021220254836946,-1.5596924384063613,-1.3744596612948423,-0.06189304388990398
176,26,2022-01-04,2022-12-18,936.78,6,156.13,2022-01-04,2023-09-23,0,0,2023-09-23,1,15.0,13,348,-266,0.0,936.78,6.0,False,False,True,False,True,False,True,False,False,False,False,True,-0.44767492162528744,-1.1681952064578922,0.36354823090394667,-0.8267658707485157,1.2728842554820845,-1.2278121060256368,-1.209122861967609,-0.7767143066762603,-0.754495898870466,-0.5910605573020389
177,37,2022-09-12,2022-09-12,429.79,1,429.79,2022-02-09,2022-02-09,1,1,2023-03-05,0,28.0,110,0,-64,1.0,429.79,1.0,True,False,False,False,True,False,False,False,True,False,False,True,-1.1404570856942589,2.2813120654018224,-1.5579540466010575,0.40605590697367183,-1.8935623923685259,-0.0024507227665182393,0.16021220254836946,0.14862348536840472,1.1721607166637498,1.640262457585797
178,49,2022-07-12,2022-12-15,741.63,3,247.21,2022-07-12,2023-05-06,0,0,2023-05-06,0,20.0,16,156,-126,0.0,741.63,3.0,False,True,False,False,True,False,True,False,False,False,False,True,-0.7143398249134386,-0.02012416092335005,-0.7893531355990558,-0.7886373621591698,-0.4741207916079073,-1.2278121060256368,-1.209122861967609,-0.42081515588985063,0.5808106663512678,-0.5910605573020389
179,26,2022-02-14,2022-02-22,412.58000000000004,2,206.29000000000002,2022-02-14,2023-09-06,0,0,2023-09-06,0,38.0,312,8,-249,0.0,412.58000000000004,2.0,False,False,True,False,True,False,True,False,False,False,False,True,-1.1639738829557966,-0.5359241958736514,-1.1736535911000565,2.97337548532297,-1.8207705154064429,-1.2278121060256368,-1.209122861967609,0.860421786941224,-0.5923515302363983,-0.5910605573020389
180,44,2022-03-26,2022-12-12,1985.93,7,283.70428571428573,2022-03-26,2023-01-30,0,0,2023-01-30,0,6.0,19,261,-30,0.0,1985.93,7.0,False,False,True,False,True,False,False,False,True,False,True,False,0.9859478469361468,0.4398893739474922,0.7478486864049475,-0.7505088535698238,0.481272593519432,-1.2278121060256368,-1.209122861967609,-1.4173327780917975,1.496449453931885,-0.5910605573020389
181,20,2022-11-24,2022-12-11,715.6800000000001,2,357.84000000000003,2022-11-24,2023-04-22,0,0,2023-04-22,0,30.0,20,17,-112,0.0,715.6800000000001,2.0,True,False,False,False,True,False,False,False,True,True,False,False,-0.7497994930678199,1.3743762756981521,-1.1736535911000565,-0.7377993507067084,-1.7388796538240994,-1.2278121060256368,-1.209122861967609,0.29098314568296857,0.7143413228734411,-0.5910605573020389
182,21,2022-01-10,2022-10-23,1491.65,5,298.33000000000004,2022-08-30,2022-11-25,2,1,2023-06-12,0,32.0,69,286,-163,0.2097902097902098,1491.65,5.0,False,False,True,False,True,False,False,False,True,False,True,False,0.31053340472621915,0.6242477302462353,-0.02075222459705415,-0.11503371041405694,0.7087472090259413,1.2229106604926003,0.16021220254836946,0.4333428059975324,0.22790821697123814,-0.12295083389899646
183,62,2022-06-24,2022-10-23,1135.44,3,378.48,2022-02-03,2022-02-03,1,1,2023-04-21,1,49.0,69,121,-111,0.24793388429752067,1135.44,3.0,False,False,True,False,True,False,True,False,False,False,True,False,-0.17621373952319083,1.6345452082830547,-0.7893531355990558,-0.11503371041405694,-0.7925852533170205,-0.0024507227665182393,0.16021220254836946,1.643399918671325,0.7238792269107392,-0.03783997509844326
184,32,2022-02-04,2022-09-26,97.19,2,48.595,2022-02-04,2023-04-14,0,0,2023-04-14,0,41.0,96,234,-104,0.0,97.19,2.0,False,False,False,True,False,True,True,False,False,False,True,False,-1.5949420809985841,-2.523682908275602,-1.1736535911000565,0.22812286689005715,0.2356000087724019,-1.2278121060256368,-1.209122861967609,1.0739612774130698,0.790644555171826,-0.5910605573020389
185,50,2022-04-05,2022-12-17,1284.89,6,214.14833333333334,2022-04-14,2022-10-22,2,2,2023-10-23,0,4.0,14,256,-296,0.234375,1284.89,6.0,False,False,False,True,True,False,False,False,True,False,True,False,0.028003886899633724,-0.4368692445543834,0.36354823090394667,-0.8140563678854005,0.43577767041813015,1.2229106604926003,1.529547267064348,-1.5596924384063613,-1.040633019989409,-0.06809422568770242
186,22,2022-01-28,2022-06-14,460.87,3,153.62333333333333,2022-01-28,2023-10-18,0,0,2023-10-18,0,35.0,200,137,-291,0.0,460.87,3.0,True,False,False,False,False,True,True,False,False,True,False,False,-1.0979874715810345,-1.1997919502085135,-0.7893531355990558,1.5499111646540522,-0.6470014993928545,-1.2278121060256368,-1.209122861967609,0.6468822964693782,-0.9929434998029184,-0.5910605573020389
187,21,2022-04-21,2022-11-11,513.26,2,256.63,2022-08-21,2022-11-17,2,2,2023-01-09,0,30.0,50,204,-9,0.29411764705882354,513.26,2.0,False,False,False,True,True,False,False,False,True,True,False,False,-1.0263985692840003,0.0986157298203409,-1.1736535911000565,-0.3565142648132483,-0.03736952983540935,1.2229106604926003,1.529547267064348,0.29098314568296857,1.6967454387151453,0.06521091766497163
188,63,2022-02-10,2022-12-01,1768.25,6,294.7083333333333,2022-01-04,2022-09-13,2,2,2023-03-29,0,49.0,30,294,-88,0.2040816326530612,1768.25,6.0,False,False,True,False,False,True,True,False,False,True,False,False,0.6884965727995095,0.5785963178990935,0.36354823090394667,-0.610704322075555,0.7815390859880244,1.2229106604926003,1.529547267064348,1.643399918671325,0.9432510197685955,-0.13568851344737862
189,29,2022-05-26,2022-07-04,574.4699999999999,3,191.48999999999998,2022-03-21,2022-09-03,2,2,2023-06-21,0,41.0,180,39,-172,1.5384615384615383,574.4699999999999,3.0,False,False,True,False,False,True,True,False,False,True,False,False,-0.9427574791980781,-0.7224794382310434,-0.7893531355990558,1.2957211073917454,-1.5387019921783711,1.2229106604926003,1.529547267064348,1.0739612774130698,0.14206708063555526,2.841744080986939
190,40,2022-01-01,2022-11-02,1417.97,7,202.56714285714287,2022-06-08,2022-06-08,1,1,2023-04-01,1,22.0,59,305,-91,0.09836065573770493,1417.97,7.0,True,False,False,False,False,True,False,True,False,False,False,True,0.20985254346938595,-0.5828511226674123,0.7478486864049475,-0.2421287390452103,0.8816279168108885,-0.0024507227665182393,0.16021220254836946,-0.2784554955752868,0.9146373076567013,-0.37158616239503867
191,31,2022-01-27,2022-11-15,1942.65,7,277.5214285714286,2022-01-18,2022-03-29,2,2,2023-02-15,0,2.0,46,292,-46,0.20547945205479454,1942.65,7.0,False,False,True,False,True,False,False,True,False,False,False,True,0.9268074061761613,0.3619539406537867,0.7478486864049475,-0.4073522762657097,0.7633411167475036,1.2229106604926003,1.529547267064348,-1.7020520987209253,1.3438429893351156,-0.13256952684563428
192,63,2022-04-19,2022-12-08,1172.53,3,390.8433333333333,2022-04-04,2022-11-26,2,2,2023-07-07,0,12.0,23,233,-188,0.2575107296137339,1172.53,3.0,True,False,False,False,True,False,False,False,True,False,False,True,-0.12553169359463584,1.7903860627658392,-0.7893531355990558,-0.6996708421173624,0.22650102415214152,1.2229106604926003,1.529547267064348,-0.990253797148106,-0.0105393839612143,-0.016470939734355924
193,29,2022-07-29,2022-07-29,270.34,1,270.34,2022-10-05,2022-10-16,2,2,2023-05-11,0,34.0,155,0,-131,2.0,270.34,1.0,False,False,False,True,False,True,False,True,False,False,False,True,-1.3583393241226254,0.27143143067978914,-1.5579540466010575,0.977983535813862,-1.8935623923685259,1.2229106604926003,1.529547267064348,0.5757024663120962,0.5331211461647772,3.8715854724736327
194,34,2022-01-25,2022-09-12,1388.97,5,277.794,2022-01-25,2023-10-23,0,0,2023-10-23,0,34.0,110,230,-296,0.0,1388.97,5.0,False,False,False,True,True,False,True,False,False,False,False,True,0.17022516865331427,0.36538972639141065,-0.02075222459705415,0.40605590697367183,0.1992040702913604,-1.2278121060256368,-1.209122861967609,0.5757024663120962,-1.040633019989409,-0.5910605573020389
195,42,2022-02-08,2022-07-09,1711.71,6,285.285,2022-08-25,2022-09-16,2,2,2023-03-07,0,14.0,175,151,-66,0.3973509933774835,1711.71,6.0,False,True,False,False,True,False,False,False,True,False,False,True,0.6112368565201753,0.45981441020892605,0.36354823090394667,1.2321735930761688,-0.5196157147092092,1.2229106604926003,1.529547267064348,-0.8478941368335422,1.1530849085891537,0.29555785920968397
196,47,2022-01-01,2022-12-22,2134.16,8,266.77,2022-01-26,2022-04-27,2,2,2023-01-22,0,39.0,9,355,-22,0.16901408450704225,2134.16,8.0,False,False,False,True,False,True,False,True,False,False,False,True,1.188498390694295,0.22643128100304008,1.1321491419059484,-0.8776038822009771,1.3365771478239072,1.2229106604926003,1.529547267064348,0.9316016170985059,1.5727526862302699,-0.21393554070127796
197,39,2022-02-07,2022-12-08,925.4300000000001,4,231.35750000000002,2022-03-15,2022-07-15,2,2,2023-03-16,1,39.0,23,304,-75,0.19736842105263158,925.4300000000001,4.0,False,True,False,False,True,False,False,False,True,False,True,False,-0.4631842562515774,-0.21994625413081953,-0.40505268009805495,-0.6996708421173624,0.8725289321906281,1.2229106604926003,1.529547267064348,0.9316016170985059,1.067243772253471,-0.15066785699522922
198,64,2022-03-15,2022-11-23,1461.25,7,208.75,2022-03-15,2023-06-21,0,0,2023-06-21,0,45.0,38,253,-172,0.0,1461.25,7.0,False,True,False,False,False,True,False,False,True,False,True,False,0.2689929842293715,-0.5049156893737069,0.7478486864049475,-0.5090282991706323,0.408480716557349,-1.2278121060256368,-1.209122861967609,1.3586805980421974,0.14206708063555526,-0.5910605573020389
199,43,2022-01-31,2022-11-21,1270.25,6,211.70833333333334,2022-04-01,2022-11-16,2,2,2023-01-08,0,6.0,40,294,-8,0.2040816326530612,1270.25,6.0,False,True,False,False,False,True,True,False,False,False,False,True,0.007998894923520166,-0.46762564937546686,0.36354823090394667,-0.4836092934444017,0.7815390859880244,1.2229106604926003,1.529547267064348,-1.4173327780917975,1.7062833427524433,-0.13568851344737862
200,34,2022-01-19,2022-11-04,1702.06,6,283.6766666666667,2022-04-11,2022-11-16,2,2,2023-02-10,0,8.0,57,289,-41,0.20761245674740486,1702.06,6.0,False,False,True,False,True,False,False,True,False,False,True,False,0.5980505059348272,0.43954123353382646,0.36354823090394667,-0.26754774477144094,0.7360441628867225,1.2229106604926003,1.529547267064348,-1.2749731177772337,1.391532509521606,-0.1278101043841491
201,37,2022-01-20,2022-03-16,956.5799999999999,3,318.85999999999996,2022-03-26,2022-08-21,2,2,2023-08-14,1,27.0,290,55,-226,1.090909090909091,956.5799999999999,3.0,False,True,False,False,False,True,True,False,False,False,True,False,-0.4206189898543144,0.8830301035973996,-0.7893531355990558,2.6937664223344324,-1.393118238254205,1.2229106604926003,1.529547267064348,0.0774436552111228,-0.372979737378542,1.8431100043937825
202,51,2022-06-14,2022-06-14,336.18,1,336.18,2022-07-19,2022-09-14,2,2,2023-03-07,0,12.0,200,0,-66,2.0,336.18,1.0,False,False,False,True,True,False,False,False,True,True,False,False,-1.268371518678137,1.1013501574913207,-1.5579540466010575,1.5499111646540522,-1.8935623923685259,1.2229106604926003,1.529547267064348,-0.990253797148106,1.1530849085891537,3.8715854724736327
203,58,2022-02-17,2022-12-18,1767.9,6,294.65000000000003,2022-07-23,2022-08-28,2,1,2023-04-16,0,21.0,13,304,-106,0.19736842105263158,1767.9,6.0,True,False,False,False,True,False,False,False,True,False,False,True,0.6880183113793157,0.5778610213357486,0.36354823090394667,-0.8267658707485157,0.8725289321906281,1.2229106604926003,0.16021220254836946,-0.3496353257325687,0.7715687470972298,-0.15066785699522922
204,50,2022-07-15,2022-08-15,454.14,2,227.07,2022-03-29,2022-07-07,2,1,2023-05-08,0,38.0,138,31,-128,1.9354838709677418,454.14,2.0,False,False,False,True,True,False,False,False,True,False,True,False,-1.1071837554607642,-0.27399055153671953,-1.1736535911000565,0.7619219871409013,-1.6114938691404541,1.2229106604926003,0.16021220254836946,0.860421786941224,0.5617348582766716,3.7276291489324818
205,54,2022-02-08,2022-12-24,741.9699999999999,4,185.49249999999998,2022-02-08,2023-01-27,0,0,2023-01-27,0,4.0,7,319,-27,0.0,741.9699999999999,4.0,True,False,False,False,True,False,False,True,False,True,False,False,-0.7138752281052503,-0.7980784291795878,-0.40505268009805495,-0.9030228879272078,1.0090137014945337,-1.2278121060256368,-1.209122861967609,-1.5596924384063613,1.5250631660437795,-0.5910605573020389
206,24,2022-09-13,2022-09-13,99.58,1,99.58,2022-09-13,2023-11-27,0,0,2023-11-27,0,25.0,109,0,-331,0.0,99.58,1.0,False,False,False,True,False,True,True,False,False,True,False,False,-1.5916762387292598,-1.8810127034383308,-1.5579540466010575,0.3933464041105565,-1.8935623923685259,-1.2278121060256368,-1.209122861967609,-0.06491600510344105,-1.3744596612948423,-0.5910605573020389
207,39,2022-02-02,2022-11-26,1799.17,8,224.89625,2022-02-02,2023-03-28,0,0,2023-03-28,0,43.0,35,297,-87,0.0,1799.17,8.0,True,False,False,False,True,False,True,False,False,False,False,True,0.7307475531206453,-0.30139085275796124,1.1321491419059484,-0.5471568077599783,0.8088360398488055,-1.2278121060256368,-1.209122861967609,1.2163209377276336,0.9527889238058936,-0.5910605573020389
208,49,2022-01-08,2022-03-13,436.89,2,218.445,2022-01-08,2023-06-03,0,0,2023-06-03,0,24.0,293,64,-154,0.0,436.89,2.0,False,False,False,True,True,False,False,True,False,False,True,False,-1.130755211170324,-0.3827094005456724,-1.1736535911000565,2.7318949309237786,-1.3112273766718618,-1.2278121060256368,-1.209122861967609,-0.13609583526072297,0.31374935330692105,-0.5910605573020389
209,31,2022-04-03,2022-12-05,1328.06,4,332.015,2022-04-03,2023-10-12,0,0,2023-10-12,0,12.0,26,246,-285,0.0,1328.06,4.0,True,False,False,False,True,False,True,False,False,True,False,False,0.08699401692755813,1.0488499828684463,-0.40505268009805495,-0.6615423335280164,0.3447878242155264,-1.2278121060256368,-1.209122861967609,-0.990253797148106,-0.9357160755791298,-0.5910605573020389
210,25,2022-03-15,2022-10-19,1727.27,7,246.75285714285715,2022-03-15,2023-07-24,0,0,2023-07-24,0,29.0,73,218,-205,0.0,1727.27,7.0,False,True,False,False,False,True,True,False,False,False,True,False,0.6324989928007986,-0.025886485011609228,0.7478486864049475,-0.06419569896159559,0.09001625484823589,-1.2278121060256368,-1.209122861967609,0.21980331552568663,-0.17268375259528196,-0.5910605573020389
211,42,2022-01-24,2022-12-17,1222.21,6,203.70166666666668,2022-01-24,2023-03-03,0,0,2023-03-03,0,35.0,14,327,-62,0.0,1222.21,6.0,True,False,False,False,False,True,False,False,True,False,True,False,-0.05764590115110333,-0.5685503548129566,0.36354823090394667,-0.8140563678854005,1.0818055784566167,-1.2278121060256368,-1.209122861967609,0.6468822964693782,1.191236524738346,-0.5910605573020389
212,33,2022-05-11,2022-12-28,1047.61,7,149.6585714285714,2022-11-01,2022-11-01,1,1,2023-06-14,0,37.0,3,231,-165,0.12987012987012986,1047.61,7.0,False,True,False,False,True,False,False,False,True,False,False,True,-0.29623002676786603,-1.2497681068323119,0.7478486864049475,-0.9538608993796691,0.20830305491162077,-0.0024507227665182393,0.16021220254836946,0.789241956783942,0.20883240889664195,-0.301278347576346
